smiles,RF_homo,RF_lumo,RF_gap,norm_homo,norm_lumo,norm_gap,score,rank
CN1CCCC1.FC(F)(F)C1OBOC1C(F)(F)F,-7.866959999999993,0.17852000000000048,7.953759999999977,0.6272700814900825,0.3380005361799614,0.5634758276899605,0.5149715163769973,3925
C1CC2CC2C1.OP(O)(O)=S,-7.650479999999993,0.8406799999999977,7.639939999999989,0.46976135040742584,0.7414515853866562,0.37899736644091586,0.514962827314591,3926
CP(=O)(O)O.O=C1OCCCO1,-7.495699999999973,0.658279999999998,7.925379999999999,0.3571449359720189,0.6303161024591141,0.5467927012791387,0.5149553920409954,3927
CCOP(C)(=O)OCC,-7.750359999999983,0.07448000000000009,8.142620000000013,0.5424330616996196,0.2746094416416854,0.674496802106832,0.5149114718451243,3928
CCOBOCC.O=S1(=O)c2ccccc21,-7.9725599999999925,0.08441999999999994,7.928539999999996,0.7041036088474755,0.28066583802490774,0.5486503009781591,0.5148909544529787,3929
FB(F)c1ccccc1.O=C1OCC(F)(F)C(F)(F)O1,-7.654579999999998,0.3484999999999998,8.018359999999978,0.4727444703142982,0.4415685701055293,0.6014508088788233,0.5148742356774776,3930
COBOC.N#CCCCC#N,-7.9081399999999915,0.33057999999999954,7.796839999999982,0.6572322467985803,0.43064999634422674,0.47123071858537724,0.514856960376993,3931
O=P(O)(O)OB(F)F.c1cc[nH]c1,-7.461779999999982,0.7009399999999977,7.923279999999993,0.33246507566934813,0.6563086446832859,0.5455582204664946,0.5148554042923881,3932
CC(C)OC(=O)OC(C)C.O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-7.993940000000013,0.1909199999999999,7.825659999999985,0.7196594877764779,0.34555579927371943,0.4881724981188622,0.5148335853626042,3933
O=C1CC2BC2N1.c1ccoc1,-7.6017600000000005,0.32731999999999967,8.083299999999992,0.4343131548311794,0.42866369330506127,0.6396256583897406,0.5147433177967684,3934
FB(F)c1ccccc1.c1ccoc1,-7.924180000000009,0.13665999999999995,7.9321999999999955,0.6689027939464394,0.31249543028441873,0.5508018246801907,0.5147401971413337,3935
O=P(O)(O)OB(OP(=O)(O)O)c1ccccc1.O=S1(=O)CC1,-7.742999999999986,0.614519999999998,7.7288000000000014,0.5370779976716822,0.6036533352830765,0.4312335402558194,0.5147128159887553,3936
O=[PH](Cl)Cl.c1ccoc1,-7.721239999999981,0.22486000000000006,8.051880000000002,0.5212456344586398,0.3662352855158291,0.6211554740406129,0.5147064656085858,3937
O=[PH](Cl)Cl.c1ccoc1,-7.721239999999981,0.22486000000000006,8.051880000000002,0.5212456344586398,0.3662352855158291,0.6211554740406129,0.5147064656085858,3938
FBF.FC(F)(F)C1OBOC1C(F)(F)F,-7.7127199999999885,0.2602000000000006,8.032139999999973,0.5150465657741288,0.3877677853330408,0.6095513544017699,0.5146648470928589,3939
C1CNCN1.C[PH](C)(C)B([PH](C)(C)C)[PH](C)(C)C,-8.025999999999993,0.060140000000000055,7.896759999999971,0.7429860302677325,0.2658721454510003,0.5299684913468434,0.5146448492543572,3940
BB(BOP(=O)(O)O)OP(=O)(O)O.N#CCOCCOCCOCC#N,-7.711019999999983,0.6409799999999971,7.737619999999986,0.5138096623981054,0.619775291852499,0.4364183596689033,0.5146428301427427,3941
ClP(=O)(Oc1ccccc1)Oc1ccccc1,-8.090940000000005,0.1028799999999999,7.803219999999977,0.7902357392316537,0.29191343130803504,0.4749811888637794,0.5146372267074184,3942
B1OBO1.C[Si]1(C)O[Si](C)(C)O1,-8.169060000000004,-0.15696000000000007,7.932639999999991,0.8470750873108157,0.13359411176915018,0.5510604778028361,0.5146249508451242,3943
C1CCNC1.OB(O)O,-7.858899999999992,0.14705999999999983,7.984199999999995,0.6214057043073113,0.3188321025566031,0.5813699209932057,0.5146193104564567,3944
C1CC2CCCC2C1.O=P(O)(O)OP(=O)(O)O,-7.718819999999988,0.6699399999999968,7.707719999999985,0.5194848661233715,0.6374204869488893,0.4188417042889183,0.5146082876372455,3945
CCOC(=O)OCC.FB(F)C(F)(F)F,-7.749519999999991,0.28735999999999995,7.976559999999995,0.5418218859138282,0.40431624869001437,0.5768787622272162,0.5145929452720392,3946
CP(=O)(O)O.C[Si]1(C)COCCCO1,-7.4330199999999715,0.6709199999999969,7.971999999999988,0.31153958090798906,0.6380175964514606,0.5741981753197631,0.5145464233357402,3947
CCOC(=O)OCC.COP(=O)(OC)C(F)(F)F,-7.809879999999983,0.41525999999999863,7.8208599999999855,0.5857392316646957,0.4822451317296663,0.4853508276899694,0.5145356400942964,3948
O=P(O)(O)c1ccccc1.c1ccc2ncccc2c1,-7.4608000000000185,0.8991799999999973,7.768479999999984,0.3317520372526106,0.7770953669176935,0.4545593491346649,0.5144779609049572,3949
F[B-](F)F.O=c1[nH]ccs1,-7.74333999999999,0.30805999999999983,7.965679999999996,0.537325378346889,0.41692866369330445,0.5704829759217249,0.5144694029807481,3950
BBr.COC(=O)OC,-7.959879999999987,0.09052000000000013,7.933739999999995,0.6948777648428148,0.2843825400307083,0.5517071106094598,0.5144609357058408,3951
O=C1SCCS1.O=[PH](O)O,-7.47351999999998,0.7386999999999971,7.8812800000000065,0.3410069848660866,0.6793156393946013,0.5208686042136819,0.514444228963679,3952
BCl.O=S1(=O)CCOC1,-7.816379999999981,0.08305999999999988,8.072340000000013,0.5904685681024127,0.27983719626623743,0.6331828442437786,0.5143648670081065,3953
C1CCOCC1.c1ccoc1,-7.95155999999999,0.06674000000000009,7.95951999999999,0.6888242142025378,0.2698934951621943,0.5668618322046406,0.5143600456912758,3954
CCOC(=O)OC(C)C.O=[PH](Cl)Cl,-7.591259999999991,0.32888000000000006,8.090059999999996,0.4266734575087039,0.4296141941458892,0.6435995109104349,0.5143260998605519,3955
OB(O)O.c1ccc(B2OCCO2)cc1,-7.925900000000008,0.1401399999999999,7.926079999999992,0.670154249126881,0.3146157783139574,0.5472041948833484,0.5143126861855909,3956
OB(O)O.c1ccc(B2OCCO2)cc1,-7.925900000000008,0.1401399999999999,7.926079999999992,0.670154249126881,0.3146157783139574,0.5472041948833484,0.5143126861855909,3957
Bc1ccncc1P,-7.716579999999987,0.26770000000000016,8.021199999999983,0.5178550640279109,0.3923375009139427,0.6031202972159218,0.5143058883689248,3958
BCC.CC(C)(C)C,-7.921259999999988,0.019960000000000023,8.02373999999998,0.6667782305005563,0.24139065584558003,0.6046134311512104,0.514296038364325,3959
B(c1cccs1)C1CSC1,-7.891839999999987,0.1320999999999998,7.963759999999988,0.6453725261932215,0.3097170432112301,0.5693543077501628,0.5142685939214007,3960
COC(=O)CCC(=O)OC.O=[PH](Oc1ccccc1)Oc1ccccc1,-7.673139999999997,0.5585599999999978,7.835179999999991,0.48624854481953594,0.5695571640954379,0.49376881113617266,0.5142492371289612,3961
O=C1CCCCN1.O=P([O-])(F)F,-7.460199999999985,0.6926199999999973,7.928559999999996,0.3313154831198739,0.6512393068655381,0.5486620579382793,0.5142312601709353,3962
O=[PH](O)CP(=O)(O)O.c1ccc(B2OCCO2)cc1,-7.568779999999994,0.6180599999999974,7.885619999999997,0.410317229336413,0.605810241037262,0.5234198645598012,0.514206186936023,3963
OB(O)OB(O)O.c1ccc2ncccc2c1,-7.7045000000000075,0.2559199999999998,8.041139999999995,0.5090657741559816,0.3851600009748721,0.6148419864559589,0.5142045271216397,3964
F[B-](F)F.c1ccc2nccnc2c1,-7.916740000000001,0.07727999999999999,7.9829799999999915,0.6634895227007984,0.27631546879188884,0.5806527464258604,0.5142025960181503,3965
CCOP(=O)(F)OCC.O=C1OCC(C(F)(F)F)O1,-7.60069999999999,0.36445999999999973,8.053039999999983,0.43354190919671254,0.45129292486168915,0.6218373777275845,0.5141854013085543,3966
OBO.c1ccc2c(c1)ccc1ccccc12,-8.092080000000005,-0.10558000000000041,7.962239999999991,0.7910651920838072,0.16489970997538422,0.5684607787810148,0.5141737821301633,3967
BBO.CCCS(=O)(=O)CCC,-7.886519999999992,0.26754000000000044,7.8628599999999915,0.641501746216508,0.39224001364821703,0.5100404439427928,0.5141387055365346,3968
C1COCCOCOCCO1.F[B-](F)F,-7.904419999999998,0.07512000000000003,7.995779999999996,0.6545256111757674,0.274999390704589,0.5881772009029129,0.5141283809252721,3969
COBOC.c1ccc2sccc2c1,-8.015079999999996,0.03564000000000002,7.923739999999978,0.7350407450523679,0.2509444078867196,0.5458286305492548,0.5141269981014281,3970
BF.COC(=O)OC,-7.966659999999988,0.02411999999999996,7.977639999999993,0.6998108265424658,0.24392532475445375,0.5775136380737163,0.5141263006185623,3971
CC1(C)CCS1(=O)=O.C[PH](=N)N,-7.614059999999975,0.3557599999999999,8.046980000000005,0.44326251455176635,0.4459920547878427,0.6182750188111186,0.5140863783263301,3972
CCCOC(=O)OCC.COBOC,-7.858339999999991,0.35729999999999934,7.818959999999983,0.6209982537834451,0.4469303697204543,0.4842339164785301,0.5140721536425819,3973
CN1CCCC1.F[B-](F)F,-7.935419999999983,-0.02659999999999994,8.045799999999979,0.6770809080325675,0.21302186151933897,0.6175813581640002,0.514063374131172,3974
C1C2CC3C1C3C2.O=[PH](O)O,-7.439459999999992,0.8995399999999971,7.786239999999995,0.31622526193245193,0.7773147132655767,0.4649995297215783,0.51406180444804,3975
COS(=O)(=O)OC.O=P1(O)OBOCCO1,-7.522739999999989,0.22198000000000015,8.235620000000004,0.376818975552939,0.3644805147327627,0.7291666666666439,0.514056513752368,3976
BBO.C1C2CC3C1C3C2,-7.8205599999999915,0.19196000000000013,7.982419999999997,0.5935098952269842,0.346189466500938,0.5803235515424925,0.5140392291353737,3977
CC(C)OC(=O)OC(C)C.C[PH](=N)N,-7.64507999999999,0.39679999999999904,7.986059999999992,0.46583236321301147,0.47099753844653924,0.5824633182844003,0.5140342978116254,3978
CC(C)OB(OC(C)C)OC(C)C.CC1(C)OC(=O)O1,-7.744599999999991,0.1556600000000003,8.081019999999977,0.5382421420255863,0.3240720430893713,0.6382853649360074,0.5140084015088903,3979
C1CCOOC1.O=P(O)(O)OB(OP(=O)(O)O)OP(=O)(O)O,-7.5209399999999755,0.6477799999999969,7.905799999999994,0.37550931315479197,0.6239185006458503,0.5352826373212736,0.5139413990687021,3980
C[PH](C)=O.N#CC1CO1,-7.82421999999998,0.1515399999999999,8.009879999999995,0.5961728754365216,0.32156174599692877,0.5964658577877877,0.5139067295451502,3981
CC1(C)OBOC1(C)C.CCOC(=O)CCC(=O)OCC,-7.728319999999995,0.5526399999999974,7.787019999999987,0.5263969732246574,0.5659501352635787,0.4654580511662685,0.5138873530129782,3982
CCOC(=O)OCC.O=[PH](Cl)Cl,-7.662359999999983,0.2617800000000004,8.074320000000004,0.47840512223512466,0.38873047208208406,0.6343467832956922,0.5138793916134394,3983
CCOC(=O)OCC.O=[PH](Cl)Cl,-7.662359999999983,0.2617800000000004,8.074320000000004,0.47840512223512466,0.38873047208208406,0.6343467832956922,0.5138793916134394,3984
Clc1ccc(B2OBO2)cc1,-7.873440000000002,-0.03653999999999997,8.110239999999992,0.6319848661233838,0.20696546513611652,0.6554622836719073,0.5138700128466129,3985
F[B-](F)F.c1ccc(B2OCCO2)cc1,-8.070660000000014,-0.10633999999999999,7.981420000000003,0.7754802095459796,0.16443664546318637,0.5797357035364765,0.5138693379173405,3986
F[B-](F)F.c1ccc(B2OCCO2)cc1,-8.070660000000014,-0.10633999999999999,7.981420000000003,0.7754802095459796,0.16443664546318637,0.5797357035364765,0.5138693379173405,3987
CCOP(=O)(OCC)OCC.F[B-](F)F,-7.645439999999993,0.2185200000000004,8.123560000000012,0.46609429569264105,0.36237235261143996,0.663292419112099,0.513856962136064,3988
CCOP(=O)(OCC)OCC.F[B-](F)F,-7.645439999999993,0.2185200000000004,8.123560000000012,0.46609429569264105,0.36237235261143996,0.663292419112099,0.513856962136064,3989
B1OCCCCCO1.BC,-7.829919999999994,0.03937999999999999,8.09153999999998,0.6003201396973008,0.2532231727230629,0.6444695259593347,0.513850804109843,3990
B1OCCCCCO1.BC,-7.829919999999994,0.03937999999999999,8.09153999999998,0.6003201396973008,0.2532231727230629,0.6444695259593347,0.513850804109843,3991
C[PH](C)=O.c1cscn1,-7.762379999999988,0.2193400000000001,8.014299999999993,0.5511786961582965,0.3628719748482851,0.5990641459743928,0.5138408596917317,3992
CP(=O)(O)O.N#CC1CO1,-7.318279999999972,0.8242199999999976,7.956179999999997,0.2280558789289433,0.7314225829251029,0.5648984198645399,0.5138029065020298,3993
O=P(O)(O)OB(OP(=O)(O)O)OP(=O)(O)O.c1ccc2c(c1)ccc1c3ccccc3ccc21,-7.614039999999992,0.6318199999999969,7.831099999999991,0.4432479627473551,0.6141941458896903,0.4913703912716123,0.5137807890997586,3994
O=P(O)(O)OB(OP(=O)(O)O)OP(=O)(O)O.c1ccc2c(c1)ccc1ccccc12,-7.60899999999999,0.631339999999997,7.835639999999991,0.43958090803256855,0.6139016840925127,0.49403922121894084,0.5136604661251007,3995
O=P([O-])(F)F.O=S1(=O)CCC1,-7.649759999999975,0.18036000000000002,8.148360000000006,0.4692374854481578,0.33912163973580917,0.6778710496613796,0.5136561574197419,3996
BB(BOP(=O)(O)O)OP(=O)(O)O.c1ccc(B2OCCO2)cc1,-7.740199999999994,0.5873199999999982,7.748019999999985,0.5350407450523633,0.5870805001096712,0.4425319789315054,0.5136491651212125,3997
CCOBOC(C)C.c1ccoc1,-7.926559999999998,0.09368000000000014,7.9587599999999785,0.6706344586728568,0.28630791352879514,0.566415067720059,0.5136487387485192,3998
C[P+](C)C.c1cscn1,-7.706259999999983,0.15735999999999964,8.113719999999995,0.5103463329452538,0.32510784528770875,0.6575079947328568,0.5136394513630315,3999
CC1(C)OBOC1(C)C.CP(C)(C)=O,-7.872300000000001,0.13151999999999997,7.979639999999992,0.6311554132712294,0.30936365187297377,0.5786893340857553,0.513631453177563,4000
BF.C1CCOCC1,-7.795639999999988,0.06412000000000012,8.10309999999998,0.5753783469149907,0.26829714118593245,0.65126504890892,0.5136086659938449,4001
CCS(C)(=O)=O.O=[PH](F)F,-7.805219999999981,0.25174000000000013,7.947900000000008,0.5823486612339615,0.38261314615778275,0.5600310383747047,0.5135009575674051,4002
C[PH](=N)N.O=S1(=O)OCCCO1,-7.4907399999999935,0.26900000000000035,8.226360000000026,0.3535360884749448,0.3931295849479659,0.7237231941309163,0.5134889796792397,4003
B1OCCO1.c1ccc2nccnc2c1,-7.808239999999996,0.060160000000000054,8.093759999999994,0.5845459837019584,0.265884331359216,0.6457745485327067,0.513438913931435,4004
O=C1OC2CCCCC2O1.O=[PH](O)CP(=O)(O)O,-7.5013399999999795,0.6110199999999971,7.950399999999994,0.36124854481952084,0.6015208013453216,0.561500658389745,0.5134310672053507,4005
CCCOC(=O)OCC.CCP(C)(C)=O,-7.878119999999992,0.29784,7.8438399999999975,0.6353899883585337,0.41070166459506174,0.49885957486830534,0.5133713258334007,4006
BCl.CC1(C)OBOC1(C)C,-7.872839999999991,0.042820000000000046,8.046959999999997,0.6315483119906631,0.25531914893617,0.6182632618509931,0.5133655430184472,4007
Bc1ccccc1.O=c1occo1,-8.07973999999999,-0.050479999999999886,7.927399999999996,0.7820867287543436,0.19847188710974628,0.547980154251297,0.5133596464597457,4008
Bc1ccccc1.O=c1occo1,-8.07973999999999,-0.050479999999999886,7.927399999999996,0.7820867287543436,0.19847188710974628,0.547980154251297,0.5133596464597457,4009
C[PH](C)(C)B([PH](C)(C)C)[PH](C)(C)C.C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O1,-7.95862,-0.006259999999999966,8.005059999999974,0.6939610011641282,0.22541493017474581,0.5936324303987615,0.5132657515611667,4010
B1OCCO1.CCOC(=O)OC,-7.88557999999999,0.2312000000000004,7.888259999999979,0.6408178114085903,0.37009821842021867,0.5249717832956824,0.5132635222669156,4011
B1OCCO1.CCOC(=O)OC,-7.88557999999999,0.2312000000000004,7.888259999999979,0.6408178114085903,0.37009821842021867,0.5249717832956824,0.5132635222669156,4012
CC(=O)OBOC(C)=O.N#CCCCC#N,-7.643919999999986,0.624039999999997,7.80709999999997,0.4649883585564307,0.6094538275937679,0.4772620391271314,0.5132374714959121,4013
C[Si]1(C)O[Si](C)(C)O1.O=P1(O)OBOCCO1,-7.636439999999989,0.11393999999999971,8.210039999999992,0.4595459837019513,0.29865223855133877,0.7141295146726572,0.5131112725450498,4014
CC(C)(C)C.CN(C)[PH](=N)N(C)C,-7.816499999999989,0.16476000000000032,8.003360000000002,0.5905558789289609,0.3296166313275327,0.5926330887885447,0.513104988592366,4015
CCP(C)(C)=O.O=S1(=O)OCCOCCO1,-7.8359,0.22436000000000045,7.938960000000004,0.6046711292200051,0.3659306378104359,0.5547756772008876,0.5130908009894873,4016
C1CC2CC12.CP(C)(C)=O,-7.815819999999983,0.1577200000000002,8.009340000000007,0.5900611175785491,0.32532719163559237,0.5961484198645444,0.5130758607100602,4017
CP(=O)(O)O.O=C1OCC(CO)O1,-7.40409999999998,0.7153599999999977,7.957940000000002,0.29049767171125485,0.6650946845068338,0.5659330323551366,0.5130509198074813,4018
OCC1COCO1.O[PH](O)=S,-7.693059999999982,0.7009599999999976,7.700879999999995,0.5007421420255787,0.6563208305915015,0.41482082392775066,0.5130472213562243,4019
BC(C)C.CC1(C)OC(=O)O1,-7.88631999999999,-0.03427999999999998,8.092799999999981,0.6413562281722687,0.20834247276449505,0.6452102144469194,0.5129936960597969,4020
C[PH](C)(C)B([PH](C)(C)C)[PH](C)(C)C.O=S1(=O)CCOC1,-7.978979999999992,0.03396000000000005,7.953599999999991,0.7087747380674987,0.24992079159659755,0.5633817720090057,0.5129613677028312,4021
O=P(O)(O)OB(OP(=O)(O)O)OP(=O)(O)O.O=c1occo1,-7.537319999999987,0.6472199999999968,7.886859999999996,0.38742724097785075,0.6235772952158095,0.5241487960872648,0.512960879293004,4022
O=C1OCC(C(F)(F)F)O1.O=P(O)(O)OB(F)F,-7.476999999999984,0.7255799999999969,7.881819999999991,0.3435389988358226,0.6713216836050762,0.5211860421369234,0.512932621587039,4023
CN(C)[PH](=N)N(C)C.OCC1COCO1,-7.74925999999999,0.2868999999999998,7.970060000000006,0.5416327124563187,0.40403597280105225,0.573057750188096,0.5129237056524497,4024
COCC(C)COC.O=P(O)(O)B1OCCO1,-7.42413999999999,0.6837799999999973,7.963299999999988,0.3050785797438582,0.6458531354341812,0.5690838976673938,0.5129130736203693,4025
C1CC2(C1)CCC2.OB1OBO1,-7.888079999999985,0.1317999999999998,7.961699999999991,0.6426367869615559,0.309534254587994,0.5681433408577643,0.5129086488079707,4026
B1OCCO1.B1OCCOCCO1,-7.939039999999991,0.11510000000000008,7.927059999999981,0.6797147846332718,0.29935902122785185,0.5477802859292416,0.5128342561300337,4027
CN(C)P(=N)(N(C)C)N(C)C.O=c1occo1,-7.79601999999999,0.19238000000000025,7.999680000000001,0.575654831199043,0.3464453705734686,0.5904698081263922,0.5128179837823104,4028
N#CC1CO1.OB(O)O,-7.822719999999992,0.13845999999999992,8.0168,0.5950814901047501,0.3135921620238353,0.6005337659894456,0.512815602034354,4029
C1CCOCC1.O=P(O)(O)c1ccccc1,-7.424000000000007,0.7716599999999977,7.894679999999993,0.3049767171129041,0.69939801613414,0.5287457674943354,0.5128107269718474,4030
CC(=O)OC(C)C.O=P(O)(O)c1ccccc1,-7.49768000000001,0.7213799999999976,7.8653599999999875,0.3585855646099967,0.6687626428797713,0.5115100639578394,0.5128084878300662,4031
BBr.CC1(C)OBOC1(C)C,-7.869279999999986,0.032760000000000046,8.055619999999998,0.6289580908032315,0.2491896371036532,0.6233540255831231,0.5127859286053147,4032
C1C2CC3CC1CC3C2.O=[PH](O)OP(=O)(O)O,-7.673859999999988,0.7166199999999967,7.705319999999981,0.48677240977878444,0.6658623967244248,0.4174308690744688,0.5127627895807503,4033
B1OCCCCCO1.CP(C)(C)=O,-7.886059999999994,0.1338599999999999,7.961159999999991,0.6411670547147637,0.3107894031342152,0.567825902934513,0.5127172985284989,4034
CCOP(=O)(F)OCC.FBF.c1ccsc1,-7.81128000000001,0.11543999999999964,8.044819999999998,0.5867578579743782,0.2995661816675192,0.6170052671181123,0.5126993187398141,4035
CCCOC(=O)OCCC.OB(O)c1ccccc1,-7.897959999999999,0.3739599999999989,7.763339999999986,0.6498253783468977,0.45708123126416483,0.45153781038372554,0.512687107036809,4036
CCOP(=O)(F)OCC.c1ccoc1,-7.858100000000008,0.10599999999999965,8.008219999999984,0.6208236321303726,0.29381443298969023,0.595490030097789,0.5125874315751344,4037
O=[PH](F)F.c1ccc2nccnc2c1,-7.864619999999991,0.1667599999999999,7.954879999999997,0.6255675203725017,0.3308352221491064,0.5641342174567141,0.5125745097391681,4038
COC(=O)OC.O=[PH](Br)Br,-7.953379999999989,0.009680000000000003,7.9944999999999835,0.6901484284050978,0.23512709902269002,0.5874247554552001,0.5125525604104164,4039
Bc1ccccc1.C[Si]1(C)O[Si](C)(C)O1,-8.047339999999993,-0.1914599999999999,8.063599999999996,0.7585128055878725,0.11257342009699998,0.6280450526711574,0.5125438887739246,4040
CCOBOCC.FC(F)(F)C1OBOC1C(F)(F)F,-7.8227799999999945,0.17304000000000033,7.98845999999998,0.5951251455180229,0.33466159732884876,0.583874153498841,0.5124856842535979,4041
C1CCSCC1.O=[PH](O)OP(=O)(O)O,-7.607279999999983,0.6341799999999969,7.829979999999995,0.43832945285212155,0.6156320830591475,0.49071200150487293,0.5124732613753299,4042
C1COCCO1.CCO[PH](=S)OCC,-7.836959999999991,0.11436,8.0208,0.6054423748544577,0.2989081426238695,0.6028851580135237,0.5124592184489076,4043
O=C1OBOC1=O.c1cscn1,-7.580919999999992,0.6625799999999983,7.832299999999991,0.4191501746216266,0.6329360727254982,0.49207580887883573,0.5124561977556717,4044
BB(O)O.c1ccc(B2OCCO2)cc1,-7.907620000000005,0.1715799999999999,7.910599999999987,0.656853899883572,0.33377202602909956,0.5381043077501637,0.512429500873867,4045
C1CCOC1.FC(F)(F)C1OBOC1C(F)(F)F,-7.848259999999993,0.21662000000000053,7.930619999999973,0.6136641443538773,0.3612146913309448,0.5498730248306662,0.5124128606377132,4046
CP(C)C.c1cc[nH]c1,-7.902619999999981,-0.030999999999999937,8.072619999999992,0.6532159487776177,0.21034096171187633,0.6333474416854514,0.5124060498210288,4047
CP(C)C.c1cc[nH]c1,-7.902619999999981,-0.030999999999999937,8.072619999999992,0.6532159487776177,0.21034096171187633,0.6333474416854514,0.5124060498210288,4048
BC.OCC1COCO1,-7.830519999999999,0.24384000000000075,7.925759999999974,0.6007566938300162,0.37779971241256616,0.5470160835214113,0.5123733552813392,4049
BCC.c1ccc2ccccc2c1,-7.9867799999999844,-0.04025999999999983,8.001299999999981,0.714449941792755,0.2046988862079891,0.591422121896132,0.512313497158676,4050
BB(O)O.CCCOC(=O)OCCC,-7.839879999999988,0.4040999999999984,7.792199999999983,0.607566938300323,0.47544539494528365,0.4685031038374481,0.5123049415086612,4051
CCOC(=O)CCC(=O)OCC.F[B-](F)F,-7.7035599999999915,0.5116599999999984,7.835019999999995,0.5083818393480541,0.5409812093295296,0.4936747554552108,0.5122788167853594,4052
O=P(c1ccccc1)(c1ccccc1)c1ccccc1.O=S1(=O)OCCO1,-8.030620000000004,0.03410000000000009,7.902619999999987,0.7463474970896273,0.25000609295410775,0.5334132806621277,0.5122713892779716,4053
Bc1ccccc1.O=S1(=O)OC2CCCCC2O1,-7.952599999999998,0.07211999999999998,7.94544,0.6895809080325783,0.27317150447222804,0.5585849322798913,0.5122596966633984,4054
CP(=O)(O)O.FC(F)(F)C1OBOC1C(F)(F)F,-7.455919999999972,0.7411599999999974,7.88629999999998,0.3282013969731823,0.6808145061051374,0.5238196012038845,0.5122326114050497,4055
C1CC2CC2C1.O=[PH](O)CP(=O)(O)O,-7.588819999999993,0.7688999999999963,7.741259999999996,0.4248981373690084,0.697716360800367,0.43855812641082004,0.5122076000151407,4056
CN1CCCC1.OB(O)O,-7.83567999999999,0.17440000000000025,7.974239999999987,0.6045110593713376,0.33549023908751896,0.5755149548532463,0.5122063714789555,4057
C1CCSCC1.O=P(O)(O)OP(=O)(O)O.OP(O)(O)=S,-7.735259999999984,0.7088799999999964,7.651959999999991,0.5314464493596907,0.6611464502449336,0.386063299473272,0.5122031896706961,4058
Bc1cccnc1,-7.729239999999991,0.25468000000000035,8.010619999999985,0.527066356228147,0.38440447466549654,0.5969008653122367,0.5122015953929877,4059
Bc1ccccc1.C1CSC1,-7.943599999999977,0.02860000000000001,7.987239999999996,0.6830325960418762,0.2466549681947794,0.5831569789315063,0.5121690608435991,4060
C1COOC1.O=[PH](Br)Br,-7.858119999999971,0.03284,8.063279999999992,0.6208381839347696,0.2492383807365161,0.6278569413092292,0.5121657459250775,4061
FC(F)(F)OC(F)(F)C(F)(F)F.O=[PH](Cl)Cl,-7.682559999999993,0.3438200000000006,7.984419999999986,0.49310244470311915,0.43871706758304674,0.5814992475545253,0.5121455527076598,4062
C[PH](C)=O.N#CCCCC#N,-7.771239999999984,0.32799999999999957,7.914339999999992,0.5576251455180143,0.4290780141843964,0.5403028592926793,0.5121320916277949,4063
C1CCNCC1.c1ccsc1,-7.9061199999999845,0.1372399999999999,7.9373999999999905,0.6557625145517765,0.31284882162267513,0.5538586343114886,0.512126854576931,4064
O=C1CCCCN1.O[PH](O)=S,-7.409399999999984,0.7368799999999974,7.932359999999996,0.2943538998835509,0.6782067217469692,0.5508958803611534,0.5121265386336173,4065
c1cnccn1.c1cnoc1,-7.850719999999992,0.2137,7.9293799999999885,0.6154540162979973,0.35943554873144656,0.5491440933032115,0.5121245068301178,4066
O=[PH](O)O.O=[PH]1OCCO1,-7.483479999999977,0.6788799999999974,7.908660000000012,0.3482537834691115,0.6428675879213251,0.5369638826185001,0.5121219644645311,4067
CN(C)P(=N)(N(C)C)N(C)C.O=C1CCCN1,-7.699699999999984,0.3851999999999988,7.936139999999996,0.5055733410942649,0.4639297116814103,0.5531179458239075,0.5120980941622655,4068
COCC(C)COC.C[PH](C)=O,-7.857040000000004,0.20276000000000022,7.931799999999985,0.6200523864959111,0.3527698569374373,0.5505666854777767,0.5120733472211152,4069
CC1(C)OC(=O)O1.c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-7.988859999999996,-0.13298000000000038,8.070399999999974,0.7159633294528334,0.14820501571982142,0.6320424191120786,0.512067471196628,4070
CC1(C)OC(=O)O1.CCP(=O)(CC)CC,-7.825999999999989,-0.02499999999999995,8.13753999999998,0.5974679860302423,0.21399673417659812,0.6715105342362335,0.5120436297565456,4071
C1CCOCC1.COBOC,-7.8480200000000035,0.12314000000000012,8.001799999999964,0.6134895227008004,0.3042577563305791,0.5917160458991315,0.5120106020690665,4072
C1CCOCC1.COBOC,-7.8480200000000035,0.12314000000000012,8.001799999999964,0.6134895227008004,0.3042577563305791,0.5917160458991315,0.5120106020690665,4073
C1CCCOCC1.O[PH](O)=S,-7.725019999999987,0.5937599999999982,7.750119999999983,0.5239959254947335,0.5910043625551392,0.4437664597441451,0.5120066703126198,4074
OB1OBO1.c1cscn1,-7.7486199999999945,0.21114000000000027,8.025519999999986,0.5411670547147622,0.35787575247983205,0.605659800601928,0.5119767623991496,4075
BBO.c1ccc2ncccc2c1,-7.8177399999999935,0.11395999999999996,8.0369,0.5914580908032372,0.29866442445955466,0.6123495109104384,0.511976558943013,4076
BCl.C12C3C4C1C1C2C3C41,-7.904099999999982,0.16328000000000006,7.918319999999987,0.6542927823049762,0.32871487411956785,0.5426424943566346,0.5119592946700171,4077
B(C1CCOCC1)C1COCCO1,-7.816139999999998,0.16184000000000015,8.001079999999991,0.5902939464493402,0.32783748872803464,0.5912927953348133,0.5119565486871378,4078
